Palce_State,Place_District,Place_City,Place_Name,Place_Rating,Place_Category,Place_Address,Place_GPS_Code,Place_Description,Place_Map_Link,Place_Photo,Unnamed: 11
Maharashtra,Raigad,Diveagar,Kondivali Beach,4.8,Beach,"3XXR+G65, Kondivali, Maharashtra 402113","18.09882297664143, 72.990613597508",-,https://www.google.com/maps/place/Kondivali+Beach/data=!4m5!3m4!1s0x3be84dd2d13a501b:0xae3b6fd219af5e1d!8m2!3d18.0987669!4d72.9906136?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOaXpXXktIkXZYCklzcUW20oQSPW10QcpG56U1b=w80-h106-k-no,
Maharashtra,Raigad,Diveagar,Murud-Janjira Fort,4.4,Fortress,Maharashtra,"18.299979984289372, 72.96441163983818",15th-century island fortress,https://www.google.com/maps/place/Murud-Janjira+Fort/data=!4m5!3m4!1s0x3be8446defa9a063:0xae1f9c6ab9d9aefc!8m2!3d18.2999036!4d72.9644331?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipONWl92AwdUstv1aCm5MwR8rp3d2RuPA25hBIZ7=w122-h92-k-no,
Maharashtra,Raigad,Diveagar,Aravi Beach,4.7,Beach,"3XWR+XF3, Aravi, Maharashtra 402113","18.09742778092959, 72.99116146867155",-,https://www.google.com/maps/place/Aravi+Beach/data=!4m5!3m4!1s0x3be84c778fe00d81:0xd9f62d7eb78d8faa!8m2!3d18.0973921!4d72.9911722?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNdPRrp0PvQpJ49nq6Q0nB0Xhdwh79t3TU0OCD6=w122-h92-k-no,
Maharashtra,Raigad,Diveagar,"Dagiwala Jetty, Bharadkhol",4.4,Tourist attraction,"Bharadkhol, Maharashtra 402404","18.14306957159934, 72.9852499975086",,"https://www.google.com/maps/place/Dagiwala+Jetty,+Bharadkhol/data=!4m5!3m4!1s0x3be84fe044d46197:0xbd3091e8ed425936!8m2!3d18.1430339!4d72.98525?authuser=0&hl=en&rclk=1",https://lh5.googleusercontent.com/p/AF1QipPq6BSc3jbkkUa0gKf6au_jS9aUgH0xGb7shw3U=w80-h106-k-no,
Maharashtra,Raigad,Diveagar,Pebbles Beach,4.6,Beach,"4X7H+2QQ, Shekhadi, Maharashtra 402113","18.112667463785016, 72.97949455518089",-,https://www.google.com/maps/place/Pebbles+Beach/data=!4m5!3m4!1s0x3be84c1226f692ff:0x7fb20eedfba596e0!8m2!3d18.1125808!4d72.9794731?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPoI5fqwsqU6DEgcv-fcrOPxvTuukyDazVwhllX=w163-h92-k-no,
Maharashtra,Raigad,Diveagar,Harihareshwar Shukl Teerth View Point,4.7,View Point,"X2R9+FQ3, Harihareshwar, Maharashtra 402110","17.99119261104158, 73.0194070975064",-,https://www.google.com/maps/place/Harihareshwar+Shukl+Teerth+View+Point/data=!4m5!3m4!1s0x3be9b45e6494a7e3:0x17561b888bd4a5d3!8m2!3d17.9911365!4d73.0194071?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNpWzNb2SHhdOELHuu6JDTubtZJJq8QcJplV31T=w122-h92-k-no,
Maharashtra,Raigad,Diveagar,Sunrise Point,4.4,View Point,"X2RH+8C9, Harihareshwar, Maharashtra 402110","17.990852015412102, 73.02861919750642",-,https://www.google.com/maps/place/Sunrise+Point/data=!4m5!3m4!1s0x3be9b45a00cafbcf:0x75fdbca297ef02ec!8m2!3d17.9907857!4d73.0286192?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNVKLbUUbEJ4VC8ygJtEQZeMh904h3nLOQQaVvm=w122-h92-k-no,
Maharashtra,Raigad,Diveagar,Khokari Tombs,4.2,Tourist attraction,"Rajpuri Rd, Agardanda, Murud, Maharashtra 402401","18.301750983507244, 72.98102299751095",-,https://www.google.com/maps/place/Khokari+Tombs/data=!4m5!3m4!1s0x3be8441005a1e88f:0x1ce6f899a0c5c835!8m2!3d18.3016746!4d72.981023?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOfPS4IBR5D1oTAI-JzJI59BEdXuXtYAoBYhpXy=w122-h92-k-no,
Maharashtra,Raigad,Diveagar,Kondvil Beach,4.7,Beach,Maharashtra,"18.10179783983387, 72.98776020619724",Sandy beach with a scenic thoroughfare,https://www.google.com/maps/place/Kondvil+Beach/data=!4m5!3m4!1s0x3be84c76dd7fd615:0x4f68196f6e9a8cc!8m2!3d18.101747!4d72.9877614?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPjROCXl19sMX_V5wPrPMwnkeozS7XefW5Q84kE=w122-h92-k-no,
Maharashtra,Raigad,Diveagar,Bankot Fort,4.2,Fortress,"X2FR+CW5, Ratnagiri, Maharashtra 415208","17.97357731665279, 73.04241114168806",-,https://www.google.com/maps/place/Bankot+Fort/data=!4m5!3m4!1s0x3be9b44b2b7f4375:0x898610a67a94ee12!8m2!3d17.9735212!4d73.0423575?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPzvjfDXH6ErSJI9E4VIybXbS_XWZ4hWi4duoIe=w122-h92-k-no,
Maharashtra,Raigad,Diveagar,Bharadkhol Jetty,3.4,Tourist attraction,"Bus Stop, Bharadkhol, Maharashtra 402404","18.13984915908705, 72.98185615518133",-,https://www.google.com/maps/place/Bharadkhol+Jetty/data=!4m5!3m4!1s0x3be84f8fa0c436a3:0xfc036d870e3a08f7!8m2!3d18.1397829!4d72.9818347?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNy0WY9MHXL2R_vAxRyum0MRVU4Acpmo53EdzBh=w80-h177-k-no,
Maharashtra,Raigad,Diveagar,Somjai Devi Mandir,4.6,Temple,"3229+37J, Shrivardhan, Maharashtra 402110","18.050323197077716, 73.01812969750725",-,https://www.google.com/maps/place/Somjai+Devi+Mandir/data=!4m5!3m4!1s0x3be84b3634a2aa4f:0xa11db4a8e6aa8939!8m2!3d18.0502059!4d73.0181297?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPU2-DO0pwqgaU0yPI3X9KARe68p5mmYGuQ1g_r=w122-h92-k-no,
Maharashtra,Raigad,Diveagar,Kalbhairav - Yogeshwari Temple,4.6,Temple,"Harihareshwar Temple Road, Harihareshwar, Maharashtra 402110","17.99232990232784, 73.02151138216095",-,https://www.google.com/maps/place/Kalbhairav+-+Yogeshwari+Temple/data=!4m5!3m4!1s0x3be9b45ec167af2f:0x705390ad1c26cbef!8m2!3d17.9922942!4d73.0215543?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPOOtgwC_hpqwYOcW_oxZtkJWBRhwe8FoziL1jh=w163-h92-k-no,
Maharashtra,Raigad,Diveagar,Mayureshwar Beach,4.7,Beach,"3XWR+9J2, Kondivali, Maharashtra 402113","18.095923481236618, 72.99149036867166",-,https://www.google.com/maps/place/Mayureshwar+Beach/data=!4m5!3m4!1s0x3be84c79d6d4c2bd:0x4a990098f8ed3670!8m2!3d18.0958878!4d72.9915011?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNVBHXCPs9lFuq2IGIrjClOKVZcSThIlEjo2Y-6=w163-h92-k-no,
Maharashtra,Raigad,Diveagar,Walvati Beach,4.5,Beach,"32C2+H32, Walvati, Shrivardhan, Maharashtra 402110","18.071453284998288, 73.00010693983478",,https://www.google.com/maps/place/Walvati+Beach/data=!4m5!3m4!1s0x3be84b6463886e05:0xa3e9b3eeaa3af633!8m2!3d18.071387!4d73.0001284?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMRPsfQ8gnbSvn3A1lHcvPi3GOcamh0b7nGYvUT=w80-h106-k-no,
Maharashtra,Raigad,Diveagar,Aaravi Beach,4.7,Beach,Maharashtra 402113,"18.081759722612194, 72.99635923605008",,https://www.google.com/maps/place/Aaravi+Beach/data=!4m5!3m4!1s0x3be84b803ad861c1:0xc66d87eca8045b29!8m2!3d18.0815688!4d72.9964336?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMUv4Dl2Tzmzt1fO6Eqq_R87q4UU6H3ZMQRmu54=w122-h92-k-no,
Maharashtra,Raigad,Diveagar,Dighi Beach,4.6,Beach,"Unnamed Road, Dighi, Maharashtra 402402","18.264597823270847, 72.97020572634682",-,https://www.google.com/maps/place/Dighi+Beach/data=!4m5!3m4!1s0x3be845ca84e5b1a5:0xb11e6b41ce95f3bb!8m2!3d18.2645418!4d72.970195?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNjHnNKKrOQt_N0T3PiPS2pjdtf9k4qeX0_h_Nb=w163-h92-k-no,
Maharashtra,Raigad,Diveagar,Harihareshwar Beach,4.5,Beach,Maharashtra,"18.00345756189999, 73.0170759360305",Beach with sunset views & nearby temple,https://www.google.com/maps/place/Harihareshwar+Beach/data=!4m5!3m4!1s0x3be9b48cab278b39:0x2f638ca07eba2754!8m2!3d18.0031763!4d73.017098?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMLsW2h9iq2h03bQsylOEtJmkHSAluP-AVPWgOt=w138-h92-k-no,
Maharashtra,Raigad,Diveagar,Phansad Wildlife Sanctuary,4.2,Tourist attraction,"Murud, Raigad, Roha, Maharashtra 402401","18.4048232969862, 72.93818417424005",-,https://www.google.com/maps/place/Phansad+Wildlife+Sanctuary/data=!4m5!3m4!1s0x3be868f91dc93bd3:0xc776a62dc9b6b156!8m2!3d18.4049302!4d72.9379696?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipP8bzvNSo4D-o_YdSfwu0EFzx4UE6vGRxpO7o8d=w122-h92-k-no,
Maharashtra,Raigad,Diveagar,Shrimant Balaji Vishwanath Peshwe Smarak,3.9,Park,"22X8+4P2, Shrivardhan, Maharashtra 402110","18.048092119602746, 73.01653346310688",-,https://www.google.com/maps/place/Shrimant+Balaji+Vishwanath+Peshwe+Smarak/data=!4m5!3m4!1s0x3be84b49feabc73d:0x7bbaa174a4c62b37!8m2!3d18.0477504!4d73.0167695?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNIkQqNPyuueB4_41WnRAIN2WJHWBEpuMYJmCOP=w80-h106-k-no,
Maharashtra,Raigad,Diveagar,Raigad Fort,4.7,Fortress,"Raigad, Maharashtra 402305","18.234741832917457, 73.44644439750995",Plateau-top ruins of fort buildings,https://www.google.com/maps/place/Raigad+Fort/data=!4m5!3m4!1s0x3be8283eb38b1ce5:0xfc31826ad34a5b70!8m2!3d18.2346858!4d73.4464444?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNQAV1futkktePqYSfBC_QvN7L8bw-SPgu-L1h2=w122-h92-k-no,
Maharashtra,Raigad,Diveagar,??Shri Gurudev Datta Mandir??,4.6,Temple,"8XP8+665, Murud, Maharashtra 402401","18.33560345268444, 72.96560539751147",-,https://www.google.com/maps/place/%F0%9F%9A%A9Shri+Gurudev+Datta+Mandir%F0%9F%9A%A9/data=!4m5!3m4!1s0x3be843be215b4933:0xc4b0d522e1874c1d!8m2!3d18.3355169!4d72.9656054?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOcZGQ1Y9JtjSCpQMH30b28rpSz7EbxCOm3yfMM=w184-h92-k-no,
Maharashtra,Pune,Pune,"Rajiv Gandhi Zoological Park & Wildlife Research, Katraj",4.1,Zoo,"Pune - Satara Rd, opp. Katraj Dairy, Katraj, Pune, Maharashtra 411046","18.45252648497203, 73.86079769751314","Zoo with a snake park, birds & mammals","https://www.google.com/maps/place/Rajiv+Gandhi+Zoological+Park+%26+Wildlife+Research,+Katraj/data=!4m5!3m4!1s0x3bc2eac307f7a82f:0x3ac431343224b00b!8m2!3d18.4524807!4d73.8607977?authuser=0&hl=en&rclk=1",https://lh5.googleusercontent.com/p/AF1QipMjYpo0UDtRdFy3nB8hvEwFb7ClZEJpYgoXxJu-=w122-h92-k-no,
Maharashtra,Pune,Pune,Lal Mahal,4.4,Fortress,"Shivaji Road, Durvankur Society, Kasba Peth, Chhatrapati Shivaji Maharaj Rd, Pune, Maharashtra 411011","18.518829040511633, 73.8565400975141",Reconstructed 17th-century Red Palace,https://www.google.com/maps/place/Lal+Mahal/data=!4m5!3m4!1s0x3bc2c065793c91a1:0x4a206d80daf21f92!8m2!3d18.5187731!4d73.8565401?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPN_rf4V7c4alo9AaaKsmLmrCYWcGrUNwtppzE=w138-h92-k-no,
Maharashtra,Pune,Pune,Mahadji Shinde Chhatri,4.3,Tourist attraction,"Wanawadi Rd, Pune Cantonment, Pune, Maharashtra 411001","18.491631174878936, 73.89724338216821",Military leader's memorial with a temple,https://www.google.com/maps/place/Mahadji+Shinde+Chhatri/data=!4m5!3m4!1s0x3bc2c1d6e76f6591:0x428a3ab2d8e0aa1d!8m2!3d18.4916261!4d73.8972863?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNGg0zjM7MuhEjl_tyb26P2Sz63IhPrOGoAbZdF=w114-h92-k-no,
Maharashtra,Pune,Pune,Mahatma Phule Museum,4.1,Museum,"1204/10, Ghole Rd, Shivajinagar, Pune, Maharashtra 411004","18.5236873389193, 73.8457766398415",Enduring place with historical objects,https://www.google.com/maps/place/Mahatma+Phule+Museum/data=!4m5!3m4!1s0x3bc2c07ed13c41b5:0xd2dc34b1761e1943!8m2!3d18.5236314!4d73.8457981?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNhK8lYT7xIVysCjWm3s3ymjoYlmo8LHVmthK9c=w80-h177-k-no,
Maharashtra,Pune,Pune,Raja Dinkar Kelkar Museum,4.4,Museum,"No. 1377/78, Kamal Kunj, Bajirao Rd, Natu Baag, Shukrawar Peth, Pune, Maharashtra 411002","18.51075161693135, 73.8543985110049",Former personal collection of artifacts,https://www.google.com/maps/place/Raja+Dinkar+Kelkar+Museum/data=!4m5!3m4!1s0x3bc2c073c7e01df5:0x45cf6b0362946df3!8m2!3d18.5106855!4d73.8544307?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipN-c-tLTnXtMzZMMCXtDlwTvgkzYmUqz4_-K8ou=w123-h92-k-no,
Maharashtra,Pune,Pune,Vishrambaug Wada,4.2,Tourist attraction,"619, RB Kumthekar Rd, Perugate, Sadashiv Peth, Pune, Maharashtra 411030","18.51387996854633, 73.8536981551868",Former palace with an ornate exterior,https://www.google.com/maps/place/Vishrambaug+Wada/data=!4m5!3m4!1s0x3bc2c06e20750ff1:0x2ef3b67bf88d87f!8m2!3d18.5138342!4d73.8536767?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipObdD9lv_JWs4J8t3iWsctNuzu2iCbnLbUE8jc=w122-h92-k-no,
Maharashtra,Pune,Pune,Shreemant Dagdusheth Halwai Ganpati Mandir,4.8,Temple,"Ganpati Bhavan, 250, Chhatrapati Shivaji Maharaj Rd, Mehunpura, Budhwar Peth, Pune, Maharashtra 411002","18.516465267852954, 73.85612419751416",Temple with large gold Ganesh idol,https://www.google.com/maps/place/Shreemant+Dagdusheth+Halwai+Ganpati+Mandir/data=!4m5!3m4!1s0x3bc2c06fa5b442ff:0x9df365f5b648bce1!8m2!3d18.5164195!4d73.8561242?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPTWy_UErukR8xMESfq8l1qIVXMffKNZ0qQbVgg=w122-h92-k-no,
Maharashtra,Pune,Pune,Parvati Temple,4.5,Temple,"FRXW+2VF, Parvati Hills, Parvati Paytha, Pune, Maharashtra 411009","18.49762844745508, 73.84717102635022",Temple complex atop Parvati Hill,https://www.google.com/maps/place/Parvati+Temple/data=!4m5!3m4!1s0x3bc2c0092914712b:0x914fa134851ec8f2!8m2!3d18.4975725!4d73.8471603?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPb4gKkar9TQWkbayyrulTwiwiqz75zgypdiiK4=w163-h92-k-no,
Maharashtra,Pune,Pune,Pataleshwar Caves,4.5,Tourist attraction,"1170/15B, Kushabhau Jejurikar Rd, Revenue Colony, Shivajinagar, Pune, Maharashtra 411005","18.526816592259305, 73.84938967053257",Monumental cave temple from 8th century,https://www.google.com/maps/place/Pataleshwar+Caves/data=!4m5!3m4!1s0x3bc2c07dadb62491:0x8106974593f8a6e9!8m2!3d18.526781!4d73.8493253?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMQwjvsXxJQF4NLaQhEeOhWywzZe4qtfGoXxu31=w122-h92-k-no,
Maharashtra,Pune,Pune,ISKCON NVCC Pune,4.7,Temple,"Katraj - Kondhwa Rd, Tilekar Nagar, Kondhwa Budruk, Pune, Maharashtra 411048","18.44784705370716, 73.88055250914925",,https://www.google.com/maps/place/ISKCON+NVCC+Pune/data=!4m5!3m4!1s0x3bc2eafba92dd749:0x5eba1b5bbe09d7ee!8m2!3d18.4478318!4d73.8806598?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMqeVH7l0JRxPSPswyRIEQ3uLsc4eXHdZFB-_a8=w122-h92-k-no,
Maharashtra,Pune,Pune,Aga Khan Palace,4.3,Tourist attraction,"Nagar Road, Samrat Ashok Rd, Pune, Maharashtra 411006","18.55253995816924, 73.90144556867828",Landmark palace & infamous Gandhi prison,https://www.google.com/maps/place/Aga+Khan+Palace/data=!4m5!3m4!1s0x3bc2c11768711b1b:0xac1ba97447d569f4!8m2!3d18.5524942!4d73.9014563?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMA5e6h9api6wT5_RP4q72LYg7vciKiHUGJhhzc=w138-h92-k-no,
Maharashtra,Pune,Pune,Bagul Udyan,4.1,Tourist attraction,"Tapodhan Society, Sivadarshan Poorgrasta Vasahat, Parvati Paytha, Pune, Maharashtra 411009","18.491077474657157, 73.85102474355033",Park with animal statues & a water show,https://www.google.com/maps/place/Bagul+Udyan/data=!4m5!3m4!1s0x3bc2c004f9e8e741:0xb3692b875147d7d8!8m2!3d18.4910317!4d73.850896?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMW0YHeUGliKb1isecoOKtS4k9T6Ps1ALj9HVgL=w127-h92-k-no,
Maharashtra,Pune,Pune,Vetal Hill,4.6,Tourist attraction,"Datta Nagar, Kothrud, Pune, Maharashtra 411038","18.521074147143402, 73.82163036867783",,https://www.google.com/maps/place/Vetal+Hill/data=!4m5!3m4!1s0x3bc2bfa63ce4d6bf:0xe1cb329390a70481!8m2!3d18.5210589!4d73.8216411?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMpFb8hubWuoslR4LO2EQkO2iLkUlhxgRd9pSKa=w122-h92-k-no,
Maharashtra,Pune,Pune,Osho Garden,4.1,Tourist attraction,"19, Gopal Rao Bevur Rd, Iricen Railway Colony, Koregaon Park, Pune, Maharashtra 411001","18.535487635050284, 73.88834492635085",,https://www.google.com/maps/place/Osho+Garden/data=!4m5!3m4!1s0x3bc2c101d5242505:0xd57c1d7452741948!8m2!3d18.5354317!4d73.8883342?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipO-F0Ve9FGW1_FXxfoXj3ulDu648Dyz03Q1Yzzz=w163-h92-k-no,
Maharashtra,Pune,Pune,Katraj Lake,4.2,Tourist attraction,"CVV7+Q5H, Katraj Vasahat, Katraj, Pune, Maharashtra 411046","18.44469801874278, 73.86280057845819",Garden paths & evening water shows,https://www.google.com/maps/place/Katraj+Lake/data=!4m5!3m4!1s0x3bc2eaddd13d544f:0x2a7c1fd121930e68!8m2!3d18.4444385!4d73.8629937?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNeOmmRTHxQl7N6BpCmAh4eYePYd8FUP7oJCVef=w122-h92-k-no,
Maharashtra,Pune,Pune,Butterfly Park,3.4,Park,"11, Aranyeshwar Marg, Aranyeshwar Nagar, Parvati Paytha, Pune, Maharashtra 411009","18.486165902619916, 73.85259403984088",,https://www.google.com/maps/place/Butterfly+Park/data=!4m5!3m4!1s0x3bc2c002dc76e7c9:0xb1f50916392feb9f!8m2!3d18.4860489!4d73.8526155?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMSWXf7TqmhVOWrBsTwcSJenUivTeBe4QKA33dU=w122-h92-k-no,
Maharashtra,Pune,Pune,Pune-Okayama Friendship Garden,4.5,Tourist attraction,"Sinhgad Rd, Pune Okayama Friendship Garden, Dattawadi, Pune, Maharashtra 411030","18.49161079855988, 73.8371214914415",Japanese-style green space with pergolas,https://www.google.com/maps/place/Pune-Okayama+Friendship+Garden/data=!4m5!3m4!1s0x3bc2bff990000001:0x3291e3e36f9ad234!8m2!3d18.4914531!4d73.8367889?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOvMmuZJj_4ddY786C963OMx_NW65Lb_zPEZa2z=w123-h92-k-no,
Maharashtra,Pune,Pune,Shaniwar Wada,4.3,Tourist attraction,"Shaniwar Peth, Pune, Maharashtra 411030","18.51955116002733, 73.85529603984146",18th-century Peshwa fort with large gate,https://www.google.com/maps/place/Shaniwar+Wada/data=!4m5!3m4!1s0x3bc2c065144d8edf:0x3703b8095866c54b!8m2!3d18.5194647!4d73.8553175?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipN3n0SL8kbDDFEkthWuLOvlQ6Spl0hWTgQnKJbS=w122-h92-k-no,
Maharashtra,Pune,Pune,Shri Ahobila Mutt's Shri Balaji Mandir,4.1,Temple,"Shop No, 374, Padamjee Rd, Bhawani Peth, Pune, Maharashtra 411042","18.509578574335254, 73.87128339751399",,https://www.google.com/maps/place/Shri+Ahobila+Mutt's+Shri+Balaji+Mandir/data=!4m5!3m4!1s0x3bc2c040b7b80817:0x7326e69af04d43ff!8m2!3d18.5095735!4d73.8712834?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipN8mZviTl846Ykcov3aMBX-Z4mRph2ODnGwBiTc=w112-h92-k-no,
Maharashtra,Pune,Pune,Joshi's Museum Of Miniature Railways,4.4,Museum,"17/1, B/2, Late GA Kulkarni Path, near Karishma Society, Kothrud, Pune, Maharashtra 411038","18.501784720400828, 73.82217119751385",,https://www.google.com/maps/place/Joshi's+Museum+Of+Miniature+Railways/data=!4m5!3m4!1s0x3bc2bfb1b40a7fad:0x9bc29a08fe558ee5!8m2!3d18.5017186!4d73.8221712?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNNjJNcVb9jJMa26mcGeYUXdpRQ6WpwkfHWyrSm=w141-h92-k-no,
Maharashtra,Pune,Pune,Osho Teerth Park,4.2,Tourist attraction,"D. H. Dhunjibhoy Road, Between Lane Number 2 and 3, Koregaon Park Rd, Pune, Maharashtra 411001","18.53592923490544, 73.89069209751449",Shaded park for quiet walks & jogs,https://www.google.com/maps/place/Osho+Teerth+Park/data=!4m5!3m4!1s0x3bc2c1004113e727:0xdb7ded8050f08a1f!8m2!3d18.5358733!4d73.8906921?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPWBhC0Duh7ZHj83N2Jui2fNRm5VXZIwROyaQbj=w122-h92-k-no,
Maharashtra,Pune,Pune,National War Memorial Southern Command,4.8,Tourist attraction,"Prince of Wales Dr Rd, Ghorpuri Lines, Dobarwadi, Ghorpadi, Pune, Maharashtra 411001","18.52316149302254, 73.88966679751434",Independence monument with war machinery,https://www.google.com/maps/place/National+War+Memorial+Southern+Command/data=!4m5!3m4!1s0x3bc2c1ad30825a81:0x9f519de6c2222f8c!8m2!3d18.5231259!4d73.8896668?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMgKfOgyaSzdgXRuNOjntGMAn53CuxqwI41UMMz=w80-h142-k-no,
Maharashtra,Pune,Pune,Peshwe Museum,4.3,Museum,"FRWW+VQR, Parvati Hills, Parvati Paytha, Pune, Maharashtra 411009","18.49731669670154, 73.84704177238677",History museum in a peshwa's palace,https://www.google.com/maps/place/Peshwe+Museum/data=!4m5!3m4!1s0x3bc2c008d80eaaab:0xab4008bcfc6827e6!8m2!3d18.4972404!4d73.8469023?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNxFXbQTFc2DRp8B95_JqWOcpdwQz6BzZdYmk7i=w163-h92-k-no,
Maharashtra,Pune,Pune,Taljai Watch Tower,4.6,Tourist attraction,"234, Sai Darshan, opp. Mahalaxmi Sabhagruh, Parvati, Rajyavahatuk society, Parvati Paytha, Pune, Maharashtra 411009","18.484328827150225, 73.84709659751364",Enduring place with historical objects,https://www.google.com/maps/place/Taljai+Watch+Tower/data=!4m5!3m4!1s0x3bc2c1a3a4904d3d:0x87aa27fa3263ae83!8m2!3d18.4842627!4d73.8470966?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOST_9e3TaBRQRARLxDZCi4vlLrJTF39cvwsTt7=w134-h92-k-no,
Maharashtra,Pune,Pune,Empress Botanical Garden,4,Tourist attraction,"Pune - Solapur Rd, near Race Course, Empress Garden, Kavade Mala, Pune Cantonment, Pune, Maharashtra 412207","18.51242589514844, 73.8980447607508",Botanical gardens with local flora,https://www.google.com/maps/place/Empress+Botanical+Garden/data=!4m5!3m4!1s0x3bc2c1b595555555:0x20f6ac6285bc37fe!8m2!3d18.512197!4d73.897798?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPitdnI_odAMcEBJ8PveohGKvviolAgzZ2fghAN=w80-h142-k-no,
Maharashtra,Pune,Pune,Zero Stone,4.4,Tourist attraction,"Sadhu Vaswani Rd, Agarkar Nagar, Pune, Maharashtra 411001","18.523094739113557, 73.87619483984155",Former palace with an ornate exterior,https://www.google.com/maps/place/Zero+Stone/data=!4m5!3m4!1s0x3bc2c05a624f9a43:0x456c2abd4e8d37bd!8m2!3d18.5230388!4d73.8762163?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNfft10U9_wvB9kHI67oRIAzYoALnaNEeUjXCxJ=w122-h92-k-no,
Maharashtra,Pune,Pune,Mhatoba Temple,4.7,Temple,"GQCW+HQC, Pashan, Pune, Maharashtra 411038","18.521492939638573, 73.79687809751427",,https://www.google.com/maps/place/Mhatoba+Temple/data=!4m5!3m4!1s0x3bc2bfab1b61d221:0x5a98eb895701127c!8m2!3d18.521437!4d73.7968781?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNFUVhSGpdlwokYbdyV1dV8O662qPITlFtC2Zoj=w122-h92-k-no,
Maharashtra,Pune,Pune,Shree Omkareshwar Temple,4.6,Temple,"Balgandharva Bridge, 233 Near, Chandrashekhar Govind Aapte Rd, Shaniwar Peth, Pune, Maharashtra 411030","18.519969333042823, 73.84889671100503","Centuries-old, riverfront temple",https://www.google.com/maps/place/Shree+Omkareshwar+Temple/data=!4m5!3m4!1s0x3bc2c07a37459ce3:0x90646f988cfb5dd9!8m2!3d18.5198727!4d73.8489289?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPMeAxi-hByJc-YOtmgIRJsPzyAgx0OLmxR-BnW=w163-h92-k-no,
