Hotel_State,Hotel_City,Hotel_Pin,Hotel_Category,Hotel_Name,Hotel_GPS_Cods,Hotel_Map_Links,Hotel_Rating,Hotel_Stars,Hotel_Address,Hotel_Price,Hotel_AddOns_1,Hotel_AddOns_2,Hotel_AddOns_3,Hotel_AddOns_4
Maharashtra,Aurangabad,431005,H,OYO 3136 Hotel Starlight NX,"19.880499925779304, 75.33684999753521",https://www.google.com/maps/place/OYO+3136+Hotel+Starlight+NX/data=!4m8!3m7!1s0x3bdb98743313180b:0x4fecd4b45a616ebe!5m2!4m1!1i2!8m2!3d19.880394!4d75.33685?authuser=0&hl=en&rclk=1,3.3,2,"Plot No. 4-18, 20, Mondha Rd, Bahadurpura, Jaffer Gate, Aurangabad, Maharashtra 431005",1651,Air-conditioned,Breakfast,Wi-Fi,Parking
Maharashtra,Aurangabad,431005,H,FabExpress Global Inn I,"19.875212770191375, 75.33595226869875",https://www.google.com/maps/place/FabExpress+Global+Inn+I/data=!4m8!3m7!1s0x3bdb9876d1e1148f:0xa297eb4fb3c007cb!5m2!4m1!1i2!8m2!3d19.8751472!4d75.335963?authuser=0&hl=en&rclk=1,3.5,2,"No.8, Kushal nagar, Jalna Road, Aurangabad, Maharashtra 431005",2024,Free breakfast,Air-conditioned,Breakfast,
Maharashtra,Aurangabad,431001,H,Hotel Krishna Inn,"19.884509563671376, 75.31956032637174",https://www.google.com/maps/place/Hotel+Krishna+Inn/data=!4m8!3m7!1s0x3bdb98150b0034c7:0xc184635d7987fea3!5m2!4m1!1i2!8m2!3d19.8845348!4d75.3195496?authuser=0&hl=en&rclk=1,4.1,3,"Mill Corner Rd, Khadkeshwar, Aurangabad, Maharashtra 431001",1926,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Aurangabad,431001,H,OYO 10416 Hotel Arts Executive,"19.88013822082592, 75.32319333986244",https://www.google.com/maps/place/OYO+10416+Hotel+Arts+Executive/data=!4m8!3m7!1s0x3bdb986b644fac47:0x451e7ac9bdcbf9d6!5m2!4m1!1i2!8m2!3d19.8801231!4d75.3232148?authuser=0&hl=en&rclk=1,4,3,"Plot No. 1, Nirala Bazar, Aurangabad, Maharashtra 431001",1550,Air-conditioned,Breakfast,Wi-Fi,Parking
Maharashtra,Aurangabad,431001,H,OYO Flagship 30164 Hotel Shivshakti,"19.880669220774802, 75.31843242637154",https://www.google.com/maps/place/OYO+Flagship+30164+Hotel+Shivshakti/data=!4m8!3m7!1s0x3bdb986a50000001:0x4277cd5af89245d4!5m2!4m1!1i2!8m2!3d19.8806541!4d75.3184217?authuser=0&hl=en&rclk=1,4.1,2,"9, Opposite, Central Bus Stand Rd, Kotwalpura, Aurangabad, Maharashtra 431001",1719,Air-conditioned,,,
Maharashtra,Aurangabad,431002,H,OYO 15983 Hotel Devpriya,"19.87861977921668, 75.31725759753522",https://www.google.com/maps/place/OYO+15983+Hotel+Devpriya/data=!4m8!3m7!1s0x3bdb9841d2b9674d:0xde4f5b0a430a8f00!5m2!4m1!1i2!8m2!3d19.8785643!4d75.3172576?authuser=0&hl=en&rclk=1,3.4,2,"1, Pushpa Nagari, Aurangabad, Maharashtra 431002",1149,Air-conditioned,Breakfast,Wi-Fi,Parking
Maharashtra,Aurangabad,431005,H,Hotel Dwarka Grand,"19.870260192053987, 75.32750709753498",https://www.google.com/maps/place/Hotel+Dwarka+Grand/data=!4m8!3m7!1s0x3bdb99244e41812d:0x7f3666e3bac89ed4!5m2!4m1!1i2!8m2!3d19.8702148!4d75.3275071?authuser=0&hl=en&rclk=1,4.6,3,"Infront of Sodhi E.N.T Hospital, near Gopal Cultural Hall, New Usmanpura, Aurangabad, Maharashtra 431005",1576,Air-conditioned,,,
Maharashtra,Aurangabad,431001,H,OYO 47777 Hotel Laxminarayan,"19.884235544864246, 75.31959872637168",https://www.google.com/maps/place/OYO+47777+Hotel+Laxminarayan/data=!4m8!3m7!1s0x3bdb98150c4e6057:0x4649ae7feff6707e!5m2!4m1!1i2!8m2!3d19.8841498!4d75.319588?authuser=0&hl=en&rclk=1,4,3,"Kotwalpura, Aurangabad, Maharashtra 431001",2151,Free breakfast,Air-conditioned,Breakfast,Wi-Fi
Maharashtra,Aurangabad,431136,H,OYO 22999 Hotel Kandil,"19.84877498967728, 75.24359377055305",https://www.google.com/maps/place/OYO+22999+Hotel+Kandil/data=!4m8!3m7!1s0x3bdb9bd45d097fff:0x5205cfacbdf8f780!5m2!4m1!1i2!8m2!3d19.8487195!4d75.2435294?authuser=0&hl=en&rclk=1,3.5,3,"Plot no.45,Sector-C,Cidco Garden Road,Near Mohtadevi Mandir, MIDC, Bajaj Nagar, Waluj, Aurangabad, Maharashtra 431136",1355,Air-conditioned,Breakfast,Wi-Fi,Parking
Maharashtra,Aurangabad,431005,H,Hotel Aurangabad Regency,"19.86228832856599, 75.31203799753494",https://www.google.com/maps/place/Hotel+Aurangabad+Regency/data=!4m8!3m7!1s0x3bdb985be454d84f:0xca8baf8f9c0a8089!5m2!4m1!1i2!8m2!3d19.8621723!4d75.312038?authuser=0&hl=en&rclk=1,3.7,2,"Station Rd, opposite Railway Station, behind Hotel Great Punjab, Rajnagar, MIDC, Aurangabad, Maharashtra 431005",776,Free Wi-Fi,Air-conditioned,Wi-Fi,
Maharashtra,Aurangabad,431001,H,Hotel Pariwar Lodging,"19.861133394672475, 75.31222845520767",https://www.google.com/maps/place/Hotel+Pariwar+Lodging/data=!4m8!3m7!1s0x3bdb985ed48d14f9:0xa1449f5ffeb64dd3!5m2!4m1!1i2!8m2!3d19.861088!4d75.312207?authuser=0&hl=en&rclk=1,4,3,"Railway Station Road, Beside Railway Station, Padampani Colony, MIDC, Aurangabad, Maharashtra 431001",1207,Breakfast,Airport shuttle,,
Maharashtra,Aurangabad,431001,H,Treebo Trend Lalaji'S Executive,"19.861691821076203, 75.31248569233219",https://www.google.com/maps/place/Treebo+Trend+Lalaji'S+Executive/data=!4m8!3m7!1s0x3bdb98592c9c909b:0xab433f79c1dfe7a!5m2!4m1!1i2!8m2!3d19.861645!4d75.3124602?authuser=0&hl=en&rclk=1,3.9,3,"Railway Station Rd, near Railway Station, Rajnagar, MIDC, Aurangabad, Maharashtra 431001",2165,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Aurangabad,431001,H,Hotel Kohinoor Plaza,"19.87977478932288, 75.32338729753515",https://www.google.com/maps/place/Hotel+Kohinoor+Plaza/data=!4m8!3m7!1s0x3bdb986c7fec674d:0x2a7ed2b895a0ba90!5m2!4m1!1i2!8m2!3d19.8797294!4d75.3233873?authuser=0&hl=en&rclk=1,3.6,3,"Nirala Bazar Rd, opposite M.P. LOW COLLEGE, Samarth Nagar, Aurangabad, Maharashtra 431001",2127,Free breakfast,Air-conditioned,Breakfast,Wi-Fi
Maharashtra,Aurangabad,431001,H,Hotel Darshan Executive,"19.877153390075478, 75.34462809938988",https://www.google.com/maps/place/Hotel+Darshan+Executive/data=!4m8!3m7!1s0x3bdba29c3182fa6b:0x25fc66daad2f0782!5m2!4m1!1i2!8m2!3d19.877108!4d75.344553?authuser=0&hl=en&rclk=1,3.3,3,"Jalna Road, Mondha, opp. Zhunzhunwala Hospital, Aurangabad, Maharashtra 431001",2080,Free parking,Free Wi-Fi,Air-conditioned,Wi-Fi
Maharashtra,Aurangabad,431001,H,HOTEL Ashoka Executive,"19.880187799742586, 75.31797509753521",https://www.google.com/maps/place/HOTEL+Ashoka+Executive/data=!4m8!3m7!1s0x3bdb986a50000001:0xbc113356d5773874!5m2!4m1!1i2!8m2!3d19.8801525!4d75.3179751?authuser=0&hl=en&rclk=1,3.9,2,"Plot no.41 Nehru Palace Opposite Central Bus Stand, Aurangabad, Maharashtra 431001",1410,Free breakfast,Air-conditioned,Breakfast,
Maharashtra,Aurangabad,431003,H,Hotel Golden Clouds,"19.883341756085123, 75.35342529753527",https://www.google.com/maps/place/Hotel+Golden+Clouds/data=!4m8!3m7!1s0x3bdba32f4f8418a3:0x8129e65b4870c71!5m2!4m1!1i2!8m2!3d19.8832661!4d75.3534253?authuser=0&hl=en&rclk=1,3.8,3,"Indira Nagar, Central Naka Chowk, near M G M hospital M.g.m hospital to, Road, CIDCO Cannought, Aurangabad, Maharashtra 431003",3240,Air-conditioned,Wi-Fi,All-inclusive available,
Maharashtra,Aurangabad,431003,H,Hotel Manasi,"19.874073241710917, 75.36366893986235",https://www.google.com/maps/place/Hotel+Manasi/data=!4m8!3m7!1s0x3bdba292a6d424ed:0x8c24f76211f78339!5m2!4m1!1i2!8m2!3d19.8740783!4d75.3636904?authuser=0&hl=en&rclk=1,3.8,3,"Plot No 306, Opposite Naik College, N-3, C I D C O, Aurangabad, Maharashtra 431003",1723,Free breakfast,Air-conditioned,Breakfast,Restaurant
Maharashtra,Aurangabad,431001,H,SPOT ON 40292 Hotel Shangrila Inn,"19.880910678413045, 75.31776449753525",https://www.google.com/maps/place/SPOT+ON+40292+Hotel+Shangrila+Inn/data=!4m8!3m7!1s0x3bdb986b206cc047:0x368aa70035987bf7!5m2!4m1!1i2!8m2!3d19.8808552!4d75.3177645?authuser=0&hl=en&rclk=1,2.4,2,"Samarth Nagar, Aurangabad, Maharashtra 431001",773,Wi-Fi,Parking,,
Maharashtra,Aurangabad,431001,H,SPOT ON 42371 Shree Gajanan,"19.8613211599944, 75.36771349753495",https://www.google.com/maps/place/SPOT+ON+42371+Shree+Gajanan/data=!4m8!3m7!1s0x3bdba36b2bb973bb:0xc29b7a91d79b756b!5m2!4m1!1i2!8m2!3d19.8613464!4d75.3677135?authuser=0&hl=en&rclk=1,4.2,3,"Railway station, 28/29, near mukundwadi, Jai Bhavani Nagar, Sector N 4, Mukundwadi, Aurangabad, Maharashtra 431001",711,Free Wi-Fi,Air-conditioned,Wi-Fi,Parking
Maharashtra,Aurangabad,431001,H,OYO 81758 Sai Aashirwad Lodging,"19.89435406225642, 75.33483459753548",https://www.google.com/maps/place/OYO+81758+Sai+Aashirwad+Lodging/data=!4m8!3m7!1s0x3bdb99ad1a0472f1:0x4c033503cc7d48f6!5m2!4m1!1i2!8m2!3d19.8942885!4d75.3348346?authuser=0&hl=en&rclk=1,2,3,"1, Rangeen Gate, kelyerk, Aurangabad, Maharashtra 431001",985,Air-conditioned,Breakfast,Wi-Fi,Parking
Maharashtra,Aurangabad,431002,H,The Meadows Resort & Spa,"19.89842380736702, 75.26600152637191",https://www.google.com/maps/place/The+Meadows+Resort+%26+Spa/data=!4m8!3m7!1s0x3bdb99e180617a2b:0xbd3cd5a3caa12664!5m2!4m1!1i2!8m2!3d19.8983986!4d75.2659908?authuser=0&hl=en&rclk=1,3.8,3,"Gat no. 135 & 136, Ellora Road, Village, Mitmita, Aurangabad, Maharashtra 431002",2744,Pool,Spa,Free parking,Free breakfast
Maharashtra,Aurangabad,431001,H,Hotel New Samrat,"19.862633365983097, 75.31209766869853",https://www.google.com/maps/place/Hotel+New+Samrat/data=!4m8!3m7!1s0x3bdb981017b44531:0x265f28f54ab23b80!5m2!4m1!1i2!8m2!3d19.8625577!4d75.3121084?authuser=0&hl=en&rclk=1,3.2,1,"Near Railway Station, In front of Railway station Exit Gate, Behind R T O office, Hamalwadi, Aurangabad, Maharashtra 431001",2122,,,,
Maharashtra,Aurangabad,431005,H,Hotel Gurjas,"19.869832751460716, 75.32660543986223",https://www.google.com/maps/place/Hotel+Gurjas/data=!4m8!3m7!1s0x3bdb98659d7c25b9:0xa133bff94441f204!5m2!4m1!1i2!8m2!3d19.8698479!4d75.3266269?authuser=0&hl=en&rclk=1,3.9,2,"Railway Station Rd, New Usmanpura, Aurangabad, Maharashtra 431005",1452,Air-conditioned,Wi-Fi,Airport shuttle,
Maharashtra,Aurangabad,431001,H,Hotel Alankar And Restaurant,"19.88633296396072, 75.31881721288083",https://www.google.com/maps/place/Hotel+Alankar+And+Restaurant/data=!4m8!3m7!1s0x3bdb981550000001:0xd12fcdeb86a81c31!5m2!4m1!1i2!8m2!3d19.8863582!4d75.3187743?authuser=0&hl=en&rclk=1,4,3,"VIP Rd, Opposite Main Power House, Kotwalpura, Aurangabad, Maharashtra 431001",1809,Free breakfast,Air-conditioned,Breakfast,Restaurant
Maharashtra,Aurangabad,431005,H,Hotel Great Punjab,"19.861470103922752, 75.31202026869859",https://www.google.com/maps/place/Hotel+Great+Punjab/data=!4m8!3m7!1s0x3bdb98592f299d11:0x8288291fbfe13594!5m2!4m1!1i2!8m2!3d19.8614348!4d75.312031?authuser=0&hl=en&rclk=1,3.3,3,"Bhanudas Sabhahgrah Railway Station Road Rajnagar, MIDC, Aurangabad, Maharashtra 431005",950,Free Wi-Fi,Air-conditioned,Wi-Fi,Restaurant
Maharashtra,Aurangabad,431001,H,OYO 79409 Hotel Shivraj Executive,"19.878529083597645, 75.31732585520797",https://www.google.com/maps/place/OYO+79409+Hotel+Shivraj+Executive/data=!4m8!3m7!1s0x3bdb9911dbb4f293:0x781d0d281b2a9de9!5m2!4m1!1i2!8m2!3d19.8785745!4d75.3173044?authuser=0&hl=en&rclk=1,1,3,"1, Hotel Devpriya, Bus Station Road, Cantonment 48, Maharashtra 431001",1179,,,,
Maharashtra,Aurangabad,431005,H,Hotel Venkateshwar,"19.875900200700436, 75.3357462975352",https://www.google.com/maps/place/Hotel+Venkateshwar/data=!4m8!3m7!1s0x3bdb9876ca47e77f:0x42fb99f4fb565b36!5m2!4m1!1i2!8m2!3d19.8758649!4d75.3357463?authuser=0&hl=en&rclk=1,3.8,3,"Fly-over, Hotel Venkateshwar, Plot No. 1, Rokdia, Jalna Road, near Mondha Naka, Rokda Hanuman Colony, Aurangabad, Maharashtra 431005",2234,Air-conditioned,,,
Maharashtra,Aurangabad,431001,H,Hotel Citizen Executive,"19.88459829875707, 75.31996089753521",https://www.google.com/maps/place/Hotel+Citizen+Executive/data=!4m8!3m7!1s0x3bdb98150844cbf9:0x97c6682c3f3ba041!5m2!4m1!1i2!8m2!3d19.884563!4d75.3199609?authuser=0&hl=en&rclk=1,3.9,2,"Khadkeshwar Rd, Near Police Commissioner Office, Khadkeshwar, Aurangabad, Maharashtra 431001",1713,Spa,Free parking,Air-conditioned,Breakfast
Maharashtra,Aurangabad,431003,H,AAGMAN the Guest House,"19.88102738896329, 75.35563272637158",https://www.google.com/maps/place/AAGMAN+the+Guest+House/data=!4m8!3m7!1s0x3bdba2971d019e0d:0x884c3bca4a21c00d!5m2!4m1!1i2!8m2!3d19.880982!4d75.355622?authuser=0&hl=en&rclk=1,3.9,3,"M G M Campus, Central Naka Rd, N-6, Cidco, Aurangabad, Maharashtra 431003",1607,Pool,Air-conditioned,Breakfast,Airport shuttle
Maharashtra,Aurangabad,431001,H,Hotel Grand Ecotel,"19.8711451619159, 75.38760293986239",https://www.google.com/maps/place/Hotel+Grand+Ecotel/data=!4m8!3m7!1s0x3bdba3b2a22b190d:0xefc2b74b0454bbfd!5m2!4m1!1i2!8m2!3d19.8710695!4d75.3876244?authuser=0&hl=en&rclk=1,4.2,3,"S no. 7/1 & 7/2, Plot no 9 Opposite Dhoot Hospital, Near Airprt, Jalna Road, Aurangabad, Maharashtra 431001",2207,Free Wi-Fi,Air-conditioned,Breakfast,Wi-Fi
Maharashtra,Aurangabad,431001,H,SPOT ON 40287 Hotel Shangrila,"19.88037437860126, 75.31897599753518",https://www.google.com/maps/place/SPOT+ON+40287+Hotel+Shangrila/data=!4m8!3m7!1s0x3bdb9964a48ead25:0x801ec17659955358!5m2!4m1!1i2!8m2!3d19.8803189!4d75.318976?authuser=0&hl=en&rclk=1,2.6,3,"Kotwalpura, Aurangabad, Maharashtra 431001",685,Air-conditioned,Wi-Fi,Parking,Pet-friendly
Maharashtra,Kolhapur,416005,H,Hotel Rasika Kolhapur,"16.708087816561672, 74.26434244636607",https://www.google.com/maps/place/Hotel+Rasika+Kolhapur/data=!4m8!3m7!1s0x3bc101b31f93d1ff:0x482c9c2d94828616!5m2!4m1!1i2!8m2!3d16.707908!4d74.26438?authuser=0&hl=en&rclk=1,4.1,3,"R.S.No. 4/26, E-Ward, Opp Shahu Market Yard, Jadhavwadi, Kolhapur, Maharashtra 416005",2067,Free parking,Free breakfast,Air-conditioned,Breakfast
Maharashtra,Kolhapur,416005,H,"Sayaji Hotel, Kolhapur- Best 4star hotel in kolhapur","16.704275400661828, 74.25070236170754","https://www.google.com/maps/place/Sayaji+Hotel,+Kolhapur-+Best+4star+hotel+in+kolhapur/data=!4m8!3m7!1s0x3bc1004651f06853:0x9200a5fb5bdfda75!5m2!4m1!1i2!8m2!3d16.7040442!4d74.250697?authuser=0&hl=en&rclk=1",4.5,4,"2104/15, E Ward, Old Pune-Bangalore Hwy, Kawala Naka, Shahupuri, Kolhapur, Maharashtra 416005",5188,Pool,Spa,Free parking,Free breakfast
Maharashtra,Kolhapur,416001,H,"Citrus Hotel, Kolhapur","16.706402098084897, 74.24558147520139","https://www.google.com/maps/place/Citrus+Hotel,+Kolhapur/data=!4m8!3m7!1s0x3bc10043df7804f3:0xa050289df59db821!5m2!4m1!1i2!8m2!3d16.7061709!4d74.2456083?authuser=0&hl=en&rclk=1",4,3,"204, near S.T Stand, E Ward, New Shahupuri, Kolhapur, Maharashtra 416001",4281,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Kolhapur,416001,H,"Hotel 3 Leaves, Kolhapur","16.70522467135938, 74.24289713287217","https://www.google.com/maps/place/Hotel+3+Leaves,+Kolhapur/data=!4m8!3m7!1s0x3bc10044267e5965:0xfeff133f87b2acff!5m2!4m1!1i2!8m2!3d16.7050243!4d74.2429025?authuser=0&hl=en&rclk=1",4.2,3,"324, 3rd Floor, Revolution Complex, Station Road, E Ward, next to Pedestrian Bridge, Kolhapur, Maharashtra 416001",2674,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Kolhapur,416003,H,Hotel Ayodhya,"16.707488848628483, 74.24871046170763",https://www.google.com/maps/place/Hotel+Ayodhya/data=!4m8!3m7!1s0x3bc1006500000001:0x2c582a5be6655ab1!5m2!4m1!1i2!8m2!3d16.7072371!4d74.2487051?authuser=0&hl=en&rclk=1,4,3,"198, E, Tararani Chowk, Kawala Naka, Kolhapur, Maharashtra 416003",1790,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Kolhapur,416003,H,Hotel Darshan Kolhapur,"16.703837548940978, 74.23388757704919",https://www.google.com/maps/place/Hotel+Darshan+Kolhapur/data=!4m8!3m7!1s0x3bc1006c411e6c49:0xea71ab65b53fa9c3!5m2!4m1!1i2!8m2!3d16.7036269!4d74.2338393?authuser=0&hl=en&rclk=1,4,3,"Assembly Rd, near Basant Bahar Talkies, Shahupuri, Kolhapur, Maharashtra 416003",975,Free breakfast,Air-conditioned,Breakfast,Airport shuttle
Maharashtra,Kolhapur,416005,H,Hotel Chaitali Kolhapur,"16.70823639230857, 74.25371700773258",https://www.google.com/maps/place/Hotel+Chaitali+Kolhapur/data=!4m8!3m7!1s0x3bc1004f5dc13f61:0x36782cb7fed1bb06!5m2!4m1!1i2!8m2!3d16.7080463!4d74.2535829?authuser=0&hl=en&rclk=1,4.2,2,"257, Kadamwadi Rd, opposite Raj Gourav Mangal Karyalaya, Laxminarayan Nagar, Tarabai Park, Kolhapur, Maharashtra 416005",2806,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Kolhapur,416012,H,Hotel Govindpuram,"16.69144170736633, 74.22262080403658",https://www.google.com/maps/place/Hotel+Govindpuram/data=!4m8!3m7!1s0x3bc1000e95d1a653:0x170d10ec04b6462b!5m2!4m1!1i2!8m2!3d16.691118!4d74.2226369?authuser=0&hl=en&rclk=1,4,2,"1382, B, Khari Corner, Above HDFC Bank Opp. Padmaraje Girls Highschool, New Mahadwar Rd, Kolhapur, Maharashtra 416012",1329,Free parking,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Kolhapur,416003,H,Hotel Veeksar The Fern,"16.708050871986625, 74.26607609054305",https://www.google.com/maps/place/Hotel+Veeksar+The+Fern/data=!4m8!3m7!1s0x3bc1011c57672bd9:0xf4edf3e662d35f6b!5m2!4m1!1i2!8m2!3d16.7078094!4d74.26606?authuser=0&hl=en&rclk=1,3.9,3,"C.S. No. 462 B/23, opp. Shahu Market Yard, E Ward, Kolhapur, Maharashtra 416003",3023,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Kolhapur,416003,H,Hotel Woodland,"16.71220031538197, 74.24013720403684",https://www.google.com/maps/place/Hotel+Woodland/data=!4m8!3m7!1s0x3bc10067e6516ba9:0x49eeaedb7a785752!5m2!4m1!1i2!8m2!3d16.7119794!4d74.2401533?authuser=0&hl=en&rclk=1,4.1,3,"Plot No. 204, E' ward, Indumati Road Nagalapark, near Aditya garden, corner, Kolhapur, Maharashtra 416003",2946,Free parking,Free breakfast,Air-conditioned,Breakfast
Maharashtra,Kolhapur,416001,H,"Ramee Panchshil, Kolhapur","16.70550295956828, 74.24573781937845","https://www.google.com/maps/place/Ramee+Panchshil,+Kolhapur/data=!4m8!3m7!1s0x3bc101a5c429d0a7:0x543dccaa691955b3!5m2!4m1!1i2!8m2!3d16.705169!4d74.245711?authuser=0&hl=en&rclk=1",4.2,3,"517, A/2, Shivaji Park, Kolhapur, Maharashtra 416001",3732,Free breakfast,Breakfast,Wi-Fi,Parking
Maharashtra,Kolhapur,416002,H,Hotel Royal Treat Kolhapur,"16.69867540183402, 74.22787814821378",https://www.google.com/maps/place/Hotel+Royal+Treat+Kolhapur/data=!4m8!3m7!1s0x3bc1000d31312a89:0x3afc7bfbc87d99e5!5m2!4m1!1i2!8m2!3d16.6984853!4d74.2278406?authuser=0&hl=en&rclk=1,4,3,"1527 K, Laxmipuri, Nr. Royal Talkies, near Shree Mahalakshmi Ambabai Temple, Kolhapur, Kolhapur, Maharashtra 416002",1362,Airport shuttle,Restaurant,,
Maharashtra,Kolhapur,416003,H,Hotel Kohinoor Square,"16.69867540183402, 74.2279210635554",https://www.google.com/maps/place/Hotel+Kohinoor+Square/data=!4m8!3m7!1s0x3bc1006a0e9cc419:0x6bee6ee66b7dc4a0!5m2!4m1!1i2!8m2!3d16.7046219!4d74.2410397?authuser=0&hl=en&rclk=1,3.6,3,"Dabholkar Corner, New Shahupuri, Kolhapur, Maharashtra 416003",1692,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Kolhapur,416002,H,Hotel Silver Oak,"16.695368211451136, 74.22849263287202",https://www.google.com/maps/place/Hotel+Silver+Oak/data=!4m8!3m7!1s0x3bc1000d96a15beb:0xa492bc72ae146385!5m2!4m1!1i2!8m2!3d16.695137!4d74.228498?authuser=0&hl=en&rclk=1,4.1,3,"Bindu Chowk, opp. Commerce College, Kolhapur, Maharashtra 416002",2722,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Kolhapur,416001,H,Hotel Atria,"16.705879074735346, 74.24520617704928",https://www.google.com/maps/place/Hotel+Atria/data=!4m8!3m7!1s0x3bc1004177cd2341:0x232f2eb25633bc06!5m2!4m1!1i2!8m2!3d16.7056376!4d74.2451579?authuser=0&hl=en&rclk=1,3.9,2,"204, Station Road, E Ward, New Shahupuri, Kolhapur, Maharashtra 416001",2016,Free parking,Free breakfast,Free Wi-Fi,Air-conditioned
Maharashtra,Kolhapur,416001,H,Hotel Atharv,"16.70490969989327, 74.24216275985977",https://www.google.com/maps/place/Hotel+Atharv/data=!4m8!3m7!1s0x3bc10041ee81a31f:0x63c94c5e1d98bed7!5m2!4m1!1i2!8m2!3d16.7046717!4d74.2421817?authuser=0&hl=en&rclk=1,4.5,3,"Takshila CBS C S NO 326/A E A Ward Dabholkar Corner, opp. Pravasi Lodge, New Shahupuri, Kolhapur, Maharashtra 416001",2501,Free breakfast,Air-conditioned,Breakfast,Parking
Maharashtra,Kolhapur,416002,H,Hotel Madhuri Executive,"16.69590957012254, 74.22617444636587",https://www.google.com/maps/place/Hotel+Madhuri+Executive/data=!4m8!3m7!1s0x3bc10068fa486db9:0x6b2f0184e0f97564!5m2!4m1!1i2!8m2!3d16.6956167!4d74.226212?authuser=0&hl=en&rclk=1,4.2,3,"No 531 C Ward, Karvir Vachnalay mandir, Rajaram Rd, Bindu Chowk, Kolhapur, Maharashtra 416002",1373,Air-conditioned,,,
Maharashtra,Kolhapur,416003,H,Hotel Vrishali Executive,"16.710512644638353, 74.24609034636595",https://www.google.com/maps/place/Hotel+Vrishali+Executive/data=!4m8!3m7!1s0x3bc100436b98e087:0x1804d9dc6522c08f!5m2!4m1!1i2!8m2!3d16.7102609!4d74.2461279?authuser=0&hl=en&rclk=1,4.1,4,"39, A/2 Circuit house road, Tarabai Park, Kolhapur, Maharashtra 416003",2628,Pool,Free parking,Free breakfast,Free Wi-Fi
Maharashtra,Kolhapur,416003,H,Krishna Inn,"16.708779091767752, 74.24206153102439",https://www.google.com/maps/place/Krishna+Inn/data=!4m8!3m7!1s0x3bc1004262be658b:0x46fa17bf1e898478!5m2!4m1!1i2!8m2!3d16.708589!4d74.242142?authuser=0&hl=en&rclk=1,3.5,3,"224/A/1B, E Ward, Next to D-Mart, near to Rail Way Station, Tarabai Park, Kolhapur, Maharashtra 416003",2565,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Kolhapur,416001,H,Hotel Aashish Deluxe Lodging,"16.70362250145283, 74.24179101753057",https://www.google.com/maps/place/Hotel+Aashish+Deluxe+Lodging/data=!4m8!3m7!1s0x3bc10041d581dfbf:0x625264cce9839336!5m2!4m1!1i2!8m2!3d16.7033913!4d74.2418393?authuser=0&hl=en&rclk=1,3.6,1,"Dhabholkar Corner, Near C.B.S. Mahalaxmi Chambers, Kolhapur, Maharashtra 416001",1145,Air-conditioned,Breakfast,All-inclusive available,Airport shuttle
Maharashtra,Kolhapur,416012,H,Ambika Yatri Niwas,"16.684823715624706, 74.22238861753029",https://www.google.com/maps/place/Ambika+Yatri+Niwas/data=!4m8!3m7!1s0x3bc1000667350171:0xe43a9dd8d00d63e9!5m2!4m1!1i2!8m2!3d16.684634!4d74.222437?authuser=0&hl=en&rclk=1,4.3,2,"Plot no 28, new mahadwar road,Opp.Fire station, timber market, Kolhapur., Kolhapur, Maharashtra 416012",791,Free parking,Air-conditioned,,
Maharashtra,Kolhapur,416005,H,Hotel Orient Crown,"16.708162023635186, 74.2652116328722",https://www.google.com/maps/place/Hotel+Orient+Crown/data=!4m8!3m7!1s0x3bc101b3542403a5:0x524d24711dea5198!5m2!4m1!1i2!8m2!3d16.7079!4d74.265217?authuser=0&hl=en&rclk=1,4.1,3,"C.S.No.453 / B/4, E Ward, opp. Market Yard, Kolhapur, Maharashtra 416005",2001,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast
Maharashtra,Kolhapur,416001,H,Hotel Maratha Regency,"16.706110646431434, 74.24346817520144",https://www.google.com/maps/place/Hotel+Maratha+Regency/data=!4m8!3m7!1s0x3bc1004189ce1c7b:0x6420b0fb099efae5!5m2!4m1!1i2!8m2!3d16.7059!4d74.243495?authuser=0&hl=en&rclk=1,4.1,3,"No.205, A/E, Tarabai Rd, near Sasne Ground, New Shahupuri, Kolhapur, Maharashtra 416001",2139,Free parking,Free breakfast,Air-conditioned,Breakfast
